"","W17037-1","W17037-10","W17037-11","W17037-12","W17037-13","W17037-15","W17037-16","W17037-17","W17037-18","W17037-19","W17037-2","W17037-20","W17037-21","W17037-22","W17037-24","W17037-26","W17037-28","W17037-3","W17037-34","W17037-35","W17037-40","W17037-41","W17037-43","W17037-45","W17037-49","W17037-5","W17037-55","W17037-57","W17037-6","W17037-62","W17037-65","W17037-68","W17037-7","W17037-73","W17037-75","W17037-77","W17037-8","W17037-87","W17037-89","W17038-4","W17039-1","W17039-10","W17039-11","W17039-12","W17039-13","W17039-14","W17039-15","W17039-16","W17039-17","W17039-18","W17039-19","W17039-2","W17039-20","W17039-21","W17039-23","W17039-24","W17039-26","W17039-27","W17039-28","W17039-29","W17039-3","W17039-30","W17039-31","W17039-4","W17039-44","W17039-49","W17039-5","W17039-6","W17039-65","W17039-68","W17039-69","W17039-7","W17039-73","W17039-8","W17039-9","W17040-3","W17041-3","W17042-3","W17042-4","W17042-5","W17042-7","W17042-8","W17043-1","W17043-21","W17043-31","W17043-37","W17043-9","W17044-12","W17044-13","W17044-14","W17044-15","W17044-2","W17044-24","W17044-25","W17044-5","W17044-6","W17044-9","W17045-4","W17046-2","W17046-3","W17047-10","W17047-11","W17047-15","W17047-16","W17047-5","W17047-6","W17049-10","W17050-6","W17050-7","W17051-17","W17051-9","W17052-15","W17052-18","W17053-14","W17053-18","W17055-4","W17056-5","W17056-8","W17057-16","W17057-28","W17057-3","W17057-44","W17057-5","W17057-8","W17058-5","W17060-22","W17060-24","W17060-27","W17060-30","W17060-9","W17062-1","W17062-10","W17062-11","W17062-17","W17062-21","W17062-22","W17062-26","W17062-6","W17063-8","W17064-10","W17064-19","W17064-20","W17064-22","W17064-25","W17064-27","W17064-7","W17064-8","W17065-11","W17065-20","W17065-21","W17065-8","W17066-1","W17066-11","W17066-22","W17066-26","W17066-30","W17066-34","W17066-9","W17067-1","W17067-13","W17067-27","W17067-7","W17AF6654-13","W17AF6654-15","W17AF6670-1","W17AF6677-8","W17AF6678-7","W17AF6684-10","W17AF6685-2","W17AF6686-6"
"W17043-1",0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.0832,0.11,0.11,0.0832,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0694,0.11,0.11,0.11,0.11,0.0877,0.0886,0.0931,0.0931,0.0931,0.0931,0.0931,0.2604,0.1378,0.1378,0.1378,0.1378,0.086,0.0821,0.086,0.0821,0.0821,0.086,0.0821,0.0821,0.0821,0.086,0.0473,0.0266,0.0266,0.0712,0.0712,0.0653,0.11,0.11,0.0712,0.0543,0.0991,0.0991,0.0653,0.0653,0.0997,0.0997,0.0155,0.0155,0.0821,0.0307,0.0307,0.086,0.11,0.0294,0.086,0.086,0.0294,0.0266,0.11,0.11,0.11,0.0534,0.0534,0.0812,0.1378,0.0812,0.0812,0.0812,0.1378,0.0812,0.1378,0.0434,0.0319,0.0319,0.0319,0.0319,0.0319,0.0319,0.0319,0.0319,0.0475,0.1041,0.0475,0.0475,0.0294,0.0294,0.086,0.086,0.0294,0.0294,0.0294,0.0597,0.0597,0.0597,0.0445,0.0223,0.0223,0.0496,0.0409,0.0369,0.0282,0.0396,0.0471
"W17043-21",0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.0832,0.11,0.11,0.0832,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0694,0.11,0.11,0.11,0.11,0.0877,0.0886,0.0931,0.0931,0.0931,0.0931,0.0931,0.1378,0.2604,0.1378,0.1378,0.1378,0.086,0.0821,0.086,0.0821,0.0821,0.086,0.0821,0.0821,0.0821,0.086,0.0473,0.0266,0.0266,0.0712,0.0712,0.0653,0.11,0.11,0.0712,0.0543,0.0991,0.0991,0.0653,0.0653,0.0997,0.0997,0.0155,0.0155,0.0821,0.0307,0.0307,0.086,0.11,0.0294,0.086,0.086,0.0294,0.0266,0.11,0.11,0.11,0.0534,0.0534,0.0812,0.1378,0.0812,0.0812,0.0812,0.1378,0.0812,0.1378,0.0434,0.0319,0.0319,0.0319,0.0319,0.0319,0.0319,0.0319,0.0319,0.0475,0.1041,0.0475,0.0475,0.0294,0.0294,0.086,0.086,0.0294,0.0294,0.0294,0.0597,0.0597,0.0597,0.0445,0.0223,0.0223,0.0496,0.0409,0.0369,0.0282,0.0396,0.0471
"W17043-31",0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.0832,0.11,0.11,0.0832,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0694,0.11,0.11,0.11,0.11,0.0877,0.0886,0.0931,0.0931,0.0931,0.0931,0.0931,0.1378,0.1378,0.2604,0.1378,0.1378,0.086,0.0821,0.086,0.0821,0.0821,0.086,0.0821,0.0821,0.0821,0.086,0.0473,0.0266,0.0266,0.0712,0.0712,0.0653,0.11,0.11,0.0712,0.0543,0.0991,0.0991,0.0653,0.0653,0.0997,0.0997,0.0155,0.0155,0.0821,0.0307,0.0307,0.086,0.11,0.0294,0.086,0.086,0.0294,0.0266,0.11,0.11,0.11,0.0534,0.0534,0.0812,0.1378,0.0812,0.0812,0.0812,0.1378,0.0812,0.1378,0.0434,0.0319,0.0319,0.0319,0.0319,0.0319,0.0319,0.0319,0.0319,0.0475,0.1041,0.0475,0.0475,0.0294,0.0294,0.086,0.086,0.0294,0.0294,0.0294,0.0597,0.0597,0.0597,0.0445,0.0223,0.0223,0.0496,0.0409,0.0369,0.0282,0.0396,0.0471
"W17043-37",0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.0832,0.11,0.11,0.0832,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0694,0.11,0.11,0.11,0.11,0.0877,0.0886,0.0931,0.0931,0.0931,0.0931,0.0931,0.1378,0.1378,0.1378,0.2604,0.1378,0.086,0.0821,0.086,0.0821,0.0821,0.086,0.0821,0.0821,0.0821,0.086,0.0473,0.0266,0.0266,0.0712,0.0712,0.0653,0.11,0.11,0.0712,0.0543,0.0991,0.0991,0.0653,0.0653,0.0997,0.0997,0.0155,0.0155,0.0821,0.0307,0.0307,0.086,0.11,0.0294,0.086,0.086,0.0294,0.0266,0.11,0.11,0.11,0.0534,0.0534,0.0812,0.1378,0.0812,0.0812,0.0812,0.1378,0.0812,0.1378,0.0434,0.0319,0.0319,0.0319,0.0319,0.0319,0.0319,0.0319,0.0319,0.0475,0.1041,0.0475,0.0475,0.0294,0.0294,0.086,0.086,0.0294,0.0294,0.0294,0.0597,0.0597,0.0597,0.0445,0.0223,0.0223,0.0496,0.0409,0.0369,0.0282,0.0396,0.0471
"W17043-9",0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.0832,0.11,0.11,0.0832,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0694,0.11,0.11,0.11,0.11,0.0877,0.0886,0.0931,0.0931,0.0931,0.0931,0.0931,0.1378,0.1378,0.1378,0.1378,0.2604,0.086,0.0821,0.086,0.0821,0.0821,0.086,0.0821,0.0821,0.0821,0.086,0.0473,0.0266,0.0266,0.0712,0.0712,0.0653,0.11,0.11,0.0712,0.0543,0.0991,0.0991,0.0653,0.0653,0.0997,0.0997,0.0155,0.0155,0.0821,0.0307,0.0307,0.086,0.11,0.0294,0.086,0.086,0.0294,0.0266,0.11,0.11,0.11,0.0534,0.0534,0.0812,0.1378,0.0812,0.0812,0.0812,0.1378,0.0812,0.1378,0.0434,0.0319,0.0319,0.0319,0.0319,0.0319,0.0319,0.0319,0.0319,0.0475,0.1041,0.0475,0.0475,0.0294,0.0294,0.086,0.086,0.0294,0.0294,0.0294,0.0597,0.0597,0.0597,0.0445,0.0223,0.0223,0.0496,0.0409,0.0369,0.0282,0.0396,0.0471
"W17044-12",0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1128,0.0969,0.0969,0.1128,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0715,0.0969,0.0969,0.0969,0.0969,0.0855,0.0921,0.0873,0.0873,0.0873,0.0873,0.0873,0.086,0.086,0.086,0.086,0.086,0.2631,0.0932,0.1397,0.0932,0.0932,0.1397,0.0932,0.0932,0.0932,0.1397,0.1084,0.063,0.063,0.0656,0.0656,0.076,0.0969,0.0969,0.0656,0.056,0.0547,0.0547,0.076,0.076,0.104,0.104,0.0246,0.0246,0.0932,0.0403,0.0403,0.1397,0.0969,0.0898,0.1397,0.1397,0.0898,0.063,0.0969,0.0969,0.0969,0.047,0.047,0.0362,0.086,0.0362,0.0362,0.0362,0.086,0.0362,0.086,0.0619,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0574,0.1073,0.0574,0.0574,0.0898,0.0898,0.1397,0.1397,0.0898,0.0898,0.0898,0.0456,0.0456,0.0456,0.0815,0.0755,0.0755,0.0352,0.0391,0.0422,0.0301,0.0384,0.0525
"W17044-13",0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0901,0.0891,0.0891,0.0901,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0715,0.0891,0.0891,0.0891,0.0891,0.086,0.0844,0.0795,0.0795,0.0795,0.0795,0.0795,0.0821,0.0821,0.0821,0.0821,0.0821,0.0932,0.2631,0.0932,0.1088,0.1398,0.0932,0.1398,0.1088,0.1398,0.0932,0.0619,0.0868,0.0868,0.0579,0.0579,0.076,0.0891,0.0891,0.0579,0.0482,0.0509,0.0509,0.076,0.076,0.104,0.104,0.0713,0.0713,0.1088,0.0908,0.0908,0.0932,0.0891,0.0899,0.0932,0.0932,0.0899,0.0868,0.0891,0.0891,0.0891,0.0858,0.0858,0.0789,0.0821,0.0789,0.0789,0.0789,0.0821,0.0789,0.0821,0.1085,0.1041,0.1041,0.1041,0.1041,0.1041,0.1041,0.1041,0.1041,0.104,0.1073,0.104,0.104,0.0899,0.0899,0.0932,0.0932,0.0899,0.0899,0.0899,0.0534,0.0534,0.0534,0.0588,0.0297,0.0297,0.0275,0.0393,0.0422,0.0457,0.0521,0.0681
"W17044-14",0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1128,0.0969,0.0969,0.1128,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0715,0.0969,0.0969,0.0969,0.0969,0.0855,0.0921,0.0873,0.0873,0.0873,0.0873,0.0873,0.086,0.086,0.086,0.086,0.086,0.1397,0.0932,0.2631,0.0932,0.0932,0.1397,0.0932,0.0932,0.0932,0.1397,0.1084,0.063,0.063,0.0656,0.0656,0.076,0.0969,0.0969,0.0656,0.056,0.0547,0.0547,0.076,0.076,0.104,0.104,0.0246,0.0246,0.0932,0.0403,0.0403,0.1397,0.0969,0.0898,0.1397,0.1397,0.0898,0.063,0.0969,0.0969,0.0969,0.047,0.047,0.0362,0.086,0.0362,0.0362,0.0362,0.086,0.0362,0.086,0.0619,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0574,0.1073,0.0574,0.0574,0.0898,0.0898,0.1397,0.1397,0.0898,0.0898,0.0898,0.0456,0.0456,0.0456,0.0815,0.0755,0.0755,0.0352,0.0391,0.0422,0.0301,0.0384,0.0525
"W17044-15",0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0901,0.0891,0.0891,0.0901,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0715,0.0891,0.0891,0.0891,0.0891,0.086,0.0844,0.0795,0.0795,0.0795,0.0795,0.0795,0.0821,0.0821,0.0821,0.0821,0.0821,0.0932,0.1088,0.0932,0.2631,0.1088,0.0932,0.1088,0.1398,0.1088,0.0932,0.0619,0.0559,0.0559,0.0579,0.0579,0.076,0.0891,0.0891,0.0579,0.0482,0.0509,0.0509,0.076,0.076,0.104,0.104,0.0404,0.0404,0.1398,0.0599,0.0599,0.0932,0.0891,0.059,0.0932,0.0932,0.059,0.0559,0.0891,0.0891,0.0891,0.0549,0.0549,0.048,0.0821,0.048,0.048,0.048,0.0821,0.048,0.0821,0.0776,0.0732,0.0732,0.0732,0.0732,0.0732,0.0732,0.0732,0.0732,0.0731,0.1073,0.0731,0.0731,0.059,0.059,0.0932,0.0932,0.059,0.059,0.059,0.0534,0.0534,0.0534,0.0588,0.0297,0.0297,0.0275,0.0393,0.0422,0.0457,0.0521,0.0681
"W17044-2",0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0901,0.0891,0.0891,0.0901,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0715,0.0891,0.0891,0.0891,0.0891,0.086,0.0844,0.0795,0.0795,0.0795,0.0795,0.0795,0.0821,0.0821,0.0821,0.0821,0.0821,0.0932,0.1398,0.0932,0.1088,0.2631,0.0932,0.1398,0.1088,0.1398,0.0932,0.0619,0.0868,0.0868,0.0579,0.0579,0.076,0.0891,0.0891,0.0579,0.0482,0.0509,0.0509,0.076,0.076,0.104,0.104,0.0713,0.0713,0.1088,0.0908,0.0908,0.0932,0.0891,0.0899,0.0932,0.0932,0.0899,0.0868,0.0891,0.0891,0.0891,0.0858,0.0858,0.0789,0.0821,0.0789,0.0789,0.0789,0.0821,0.0789,0.0821,0.1085,0.1041,0.1041,0.1041,0.1041,0.1041,0.1041,0.1041,0.1041,0.104,0.1073,0.104,0.104,0.0899,0.0899,0.0932,0.0932,0.0899,0.0899,0.0899,0.0534,0.0534,0.0534,0.0588,0.0297,0.0297,0.0275,0.0393,0.0422,0.0457,0.0521,0.0681
"W17044-24",0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1128,0.0969,0.0969,0.1128,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0715,0.0969,0.0969,0.0969,0.0969,0.0855,0.0921,0.0873,0.0873,0.0873,0.0873,0.0873,0.086,0.086,0.086,0.086,0.086,0.1397,0.0932,0.1397,0.0932,0.0932,0.2631,0.0932,0.0932,0.0932,0.1397,0.1084,0.063,0.063,0.0656,0.0656,0.076,0.0969,0.0969,0.0656,0.056,0.0547,0.0547,0.076,0.076,0.104,0.104,0.0246,0.0246,0.0932,0.0403,0.0403,0.1397,0.0969,0.0898,0.1397,0.1397,0.0898,0.063,0.0969,0.0969,0.0969,0.047,0.047,0.0362,0.086,0.0362,0.0362,0.0362,0.086,0.0362,0.086,0.0619,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0574,0.1073,0.0574,0.0574,0.0898,0.0898,0.1397,0.1397,0.0898,0.0898,0.0898,0.0456,0.0456,0.0456,0.0815,0.0755,0.0755,0.0352,0.0391,0.0422,0.0301,0.0384,0.0525
"W17044-25",0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0901,0.0891,0.0891,0.0901,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0715,0.0891,0.0891,0.0891,0.0891,0.086,0.0844,0.0795,0.0795,0.0795,0.0795,0.0795,0.0821,0.0821,0.0821,0.0821,0.0821,0.0932,0.1398,0.0932,0.1088,0.1398,0.0932,0.2631,0.1088,0.1398,0.0932,0.0619,0.0868,0.0868,0.0579,0.0579,0.076,0.0891,0.0891,0.0579,0.0482,0.0509,0.0509,0.076,0.076,0.104,0.104,0.0713,0.0713,0.1088,0.0908,0.0908,0.0932,0.0891,0.0899,0.0932,0.0932,0.0899,0.0868,0.0891,0.0891,0.0891,0.0858,0.0858,0.0789,0.0821,0.0789,0.0789,0.0789,0.0821,0.0789,0.0821,0.1085,0.1041,0.1041,0.1041,0.1041,0.1041,0.1041,0.1041,0.1041,0.104,0.1073,0.104,0.104,0.0899,0.0899,0.0932,0.0932,0.0899,0.0899,0.0899,0.0534,0.0534,0.0534,0.0588,0.0297,0.0297,0.0275,0.0393,0.0422,0.0457,0.0521,0.0681
"W17044-5",0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0901,0.0891,0.0891,0.0901,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0715,0.0891,0.0891,0.0891,0.0891,0.086,0.0844,0.0795,0.0795,0.0795,0.0795,0.0795,0.0821,0.0821,0.0821,0.0821,0.0821,0.0932,0.1088,0.0932,0.1398,0.1088,0.0932,0.1088,0.2631,0.1088,0.0932,0.0619,0.0559,0.0559,0.0579,0.0579,0.076,0.0891,0.0891,0.0579,0.0482,0.0509,0.0509,0.076,0.076,0.104,0.104,0.0404,0.0404,0.1398,0.0599,0.0599,0.0932,0.0891,0.059,0.0932,0.0932,0.059,0.0559,0.0891,0.0891,0.0891,0.0549,0.0549,0.048,0.0821,0.048,0.048,0.048,0.0821,0.048,0.0821,0.0776,0.0732,0.0732,0.0732,0.0732,0.0732,0.0732,0.0732,0.0732,0.0731,0.1073,0.0731,0.0731,0.059,0.059,0.0932,0.0932,0.059,0.059,0.059,0.0534,0.0534,0.0534,0.0588,0.0297,0.0297,0.0275,0.0393,0.0422,0.0457,0.0521,0.0681
"W17044-6",0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0901,0.0891,0.0891,0.0901,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0891,0.0715,0.0891,0.0891,0.0891,0.0891,0.086,0.0844,0.0795,0.0795,0.0795,0.0795,0.0795,0.0821,0.0821,0.0821,0.0821,0.0821,0.0932,0.1398,0.0932,0.1088,0.1398,0.0932,0.1398,0.1088,0.2631,0.0932,0.0619,0.0868,0.0868,0.0579,0.0579,0.076,0.0891,0.0891,0.0579,0.0482,0.0509,0.0509,0.076,0.076,0.104,0.104,0.0713,0.0713,0.1088,0.0908,0.0908,0.0932,0.0891,0.0899,0.0932,0.0932,0.0899,0.0868,0.0891,0.0891,0.0891,0.0858,0.0858,0.0789,0.0821,0.0789,0.0789,0.0789,0.0821,0.0789,0.0821,0.1085,0.1041,0.1041,0.1041,0.1041,0.1041,0.1041,0.1041,0.1041,0.104,0.1073,0.104,0.104,0.0899,0.0899,0.0932,0.0932,0.0899,0.0899,0.0899,0.0534,0.0534,0.0534,0.0588,0.0297,0.0297,0.0275,0.0393,0.0422,0.0457,0.0521,0.0681
"W17044-9",0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1128,0.0969,0.0969,0.1128,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0715,0.0969,0.0969,0.0969,0.0969,0.0855,0.0921,0.0873,0.0873,0.0873,0.0873,0.0873,0.086,0.086,0.086,0.086,0.086,0.1397,0.0932,0.1397,0.0932,0.0932,0.1397,0.0932,0.0932,0.0932,0.2631,0.1084,0.063,0.063,0.0656,0.0656,0.076,0.0969,0.0969,0.0656,0.056,0.0547,0.0547,0.076,0.076,0.104,0.104,0.0246,0.0246,0.0932,0.0403,0.0403,0.1397,0.0969,0.0898,0.1397,0.1397,0.0898,0.063,0.0969,0.0969,0.0969,0.047,0.047,0.0362,0.086,0.0362,0.0362,0.0362,0.086,0.0362,0.086,0.0619,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0574,0.1073,0.0574,0.0574,0.0898,0.0898,0.1397,0.1397,0.0898,0.0898,0.0898,0.0456,0.0456,0.0456,0.0815,0.0755,0.0755,0.0352,0.0391,0.0422,0.0301,0.0384,0.0525
